image_name,comment,category
2707244524.jpg,a beige dog runs through the tall grass with a tree in the background,dog
3374054694.jpg,a woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping,dog
260231029.jpg,two dogs one black the other brown on a sandy ground the tan dog is behind the black dog,dog
542179694.jpg,a jogger with a dog running towards a firetruck with extended ladder on a road,dog
3251234434.jpg,a woman in winter clothing kneels next to a small brown and white dog in the snow,dog
4543597747.jpg,two men each holding their dog on leashes as the two dogs play with each other,dog
3216926094.jpg,a dog running with a blue toy in its mouth,dog
1662261486.jpg,a dog jumping through a black and white hoop,dog
2079152458.jpg,a goldencolored dog holds a brightly colored tennis ball in his mouth,dog
2967630001.jpg,a dog walks on the shore of a clear blue ocean,dog
3693961165.jpg,a brown dog runs along a fence,dog
6829010449.jpg,a young boy wearing a dark blue jacket and hat is holding a gold and white dog in his arms and kneeling by a metal fence in the snow,dog
350588129.jpg,a black dog is leaping into a swimming pool,dog
275002371.jpg,a dog rolls in the grass,dog
4741494498.jpg,a man in a blue uniform tries to stay on the back of a bucking horse in a rodeo,horse
1418266617.jpg,a wet dog is jumping over a hurdle,dog
4863999220.jpg,a woman is looking at a big dog and clothes in a store window,dog
512634877.jpg,a dog in a harness chasing a red ball,dog
505062117.jpg,a black dog is swimming with a ball in its mouth,dog
221973402.jpg,a black dog chases a boy wearing red and blue,dog
2934628301.jpg,a black dog is running through some water,dog
2467803152.jpg,a black dog and a brown dog with a stick in his mouth are running in the field,dog
697582336.jpg,a brown and black dog on the grass,dog
2130203183.jpg,a brown dog sits alone in front of a snowbank,dog
3439560988.jpg,a black dog running towards the camera,dog
2494088238.jpg,a man with shorts and a hat is holding onto a little boy and a dog,dog
3467941308.jpg,a german sheperd breed dog is running in the opposite direction of a person,dog
3116379964.jpg,a dog and two people,dog
3605061440.jpg,a group of children gather around a white dog on the grass outside,dog
1357753846.jpg,a black dog crossing a stream,dog
2256218522.jpg,black dog running across dirt,dog
1969573381.jpg,a dog standing outside is looking at the camera,dog
2501742763.jpg,a black dog runs and,dog
2604825598.jpg,a harnessed dog leaps over a log as another dog follows behind,dog
7804907374.jpg,a woman on a gray and white horse is jumping over an obstacle,horse
150598969.jpg,rodeo contestant on horse flying american flag,horse
3189307452.jpg,a dog jumps over twigs in the snow,dog
2260560631.jpg,a dog jumping over a stick in the yard,dog
259510411.jpg,woman with red shirt eating ice cream in front of a picture of a cow,cow
2741380826.jpg,the dog is jumping over a low yellow bar with other obstacles nearby,dog
1800601130.jpg,a dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball,dog
2708784867.jpg,a man wearing a cowboy hat rides on a bucking brown horse,horse
6915921596.jpg,a woman in a pink shirt brushes a brown horse s mane,horse
1554713437.jpg,a gray dog walks on top of a fallen tree in the woods,dog
2935703360.jpg,a little dog running between yellow poles,dog
1096097967.jpg,a black and white dog is being soaked with a jet of water in a blue paddling pool,dog
2218907190.jpg,a dog climbing stone stairs surrounded by plants,dog
2922222717.jpg,small black dog biting the fingers of a woman,dog
2574194729.jpg,a white dog rushes down a dirt path surrounded by grass and trees,dog
319185571.jpg,a small dog leaps over a stream,dog
440166415.jpg,a man riding an angry horse,horse
3117562746.jpg,a dog chases another dog,dog
2291957839.jpg,two men are riding horses attempting to control a cow in a arenalike area,cow
1554713437.jpg,a brown dog walks on top of a felled tree trunk,dog
574274795.jpg,a dog in the foggy distance catching a frisbee,dog
3040033126.jpg,a brown dog jumping off a rock into a lake,dog
2713897716.jpg,a black and white dog plays with a tattered volleyball in a brown field,dog
393284934.jpg,a dog wearing a red hat opens its mouth wide,dog
4930768273.jpg,a woman riding a brown and white horse trying to rope a calf,horse
302983277.jpg,man sitting on brown horse with mountains in background,horse
3419916411.jpg,the dog is running through the grass in the sun,dog
2100909581.jpg,a large white dog is jumping in the air over a snowy area,dog
2574230252.jpg,a brown dog walks through a shallow stream,dog
6991298758.jpg,an exciting race and a beautiful horse track,horse
3257277774.jpg,a black and white dog jumps in the snow,dog
2855695119.jpg,the brown and white dog is in the water,dog
4931380548.jpg,a man on a white horse looks into the distance,horse
2832487464.jpg,a dog hurdles over a series of poles,dog
449352117.jpg,a small dog is standing behind a camera,dog
2410906422.jpg,a man makes a kissing face to a cow in front of a train,cow
3572872546.jpg,four bicycles indoors a red one being held by woman in black and a dog in the basket a blue one being ridden by a man in black shorts and a white shirt and another that is blocked but is held by a person in an orange jacket,dog
399246804.jpg,a white dog wearing a zepra print shirt is nose to nose with a black dog wearing a pink collar,dog
458183774.jpg,a dog rolls on his back in the grass,dog
3014546644.jpg,a dog is bounding through tall grass,dog
3393446245.jpg,a woman and a cat are outside in the snow,cat
2708744743.jpg,a dog jumps in the air to catch a frisbee,dog
3404012438.jpg,a white dog is swimming in a lake while a bird flies away,dog
2867699650.jpg,large white dog running on grass,dog
888517718.jpg,a dog is jumping up on hind legs with its mouth open,dog
2771793012.jpg,old lady laughing looking at the dog in the blue shirt,dog
2273648636.jpg,a person paints a photo of a dog,dog
2870875612.jpg,a dog swimming with a stick in its mouth,dog
3150380412.jpg,wet blond dog running through water,dog
3179230430.jpg,a small child posing with goofy the dog,dog
464527562.jpg,a brown dog has a purple disc,dog
118897631.jpg,a woman cooks on the stove in her kitchen as her dog begs below,dog
1674612291.jpg,a white dog leaps to catch an object,dog
2721004585.jpg,a man in a white shirt and black cowboy hat rides a jumping brown horse at the rodeo,horse
2286270205.jpg,a tan dog is walking along snow to water,dog
3640020134.jpg,a dog running in the surf,dog
1341787777.jpg,a large brown dog is sticking his face in the sprinkler,dog
3651971126.jpg,a white dog is running behind a black dog on a paved path by some grass,dog
408627152.jpg,a man looking at his small white dog wearing an orange life jacket,dog
3069037969.jpg,there is a black and white dog in a sparking blue pool,dog
7719186508.jpg,two women sit on a couch while one holds a baby and the other is being handed a dog by another woman,dog
2132295466.jpg,a man sitting on a bench with a guitar and a dog on his lap,dog
3363776919.jpg,a bull rider just got flung from a horse,horse
3336361161.jpg,a dog licks the peanut butter jar,dog
487894806.jpg,a brown dog wearing a collar is chasing and biting on a red broom,dog
2404520067.jpg,a black dog is running through a swampy area with tall reeds,dog
3613242966.jpg,the dog is somehow causing a wave in the water,dog
2949353587.jpg,a dark brown dog chews on something white and fluffy,dog
3309535518.jpg,a group of people and a brown dog looking at the snow,dog
3383388869.jpg,a brown and white dog swimming in water,dog
106959209.jpg,a gray bearded man in black clothing riding a horse on a rocky path,horse
2970183443.jpg,a small black brown and white dog catches a football in midair as a man and child look on,dog
4421766226.jpg,women riding a horse carrying the american flag,horse
254295381.jpg,a dog has his paw on the red roof of a kennel,dog
2518219912.jpg,a little girl holds the water hose for the dog to drink from,dog
3322200641.jpg,a black dog jumping over tire tracks in the snow,dog
3258874419.jpg,a dog running in a race,dog
2603690144.jpg,a boy and a dog run ahead of a group of people,dog
2582390123.jpg,a small gray dog is in the grass with a brown cow,dog
2790909995.jpg,a dog is jumping in some sand,dog
254166641.jpg,a woman lying next to a horse made of sand,horse
2708508967.jpg,a cowboy wearing a pink shirt attempting to ride a bucking horse,horse
3595216998.jpg,a black dog leaps in the air while playing outside,dog
345284642.jpg,a black dog is moving through a snowy field with an object in their mouth,dog
2345984157.jpg,a gray dog is shaking water from its body,dog
427936315.jpg,a dog surrounded by trees runs to catch a frisbee,dog
3354075558.jpg,a cat licks itself on a tile floor,cat
251056963.jpg,a black and white dog walking over a blue dog ramp,dog
3439560988.jpg,black dog running in swampy grass,dog
408233586.jpg,a dog is shaking off water in a lake as a red and green tennis ball floats by,dog
3725353555.jpg,the german shepherd dog is jumping up as it is being squirted with a jet of water,dog
237547381.jpg,a white dog and a black dog holding a toy between them in their mouths,dog
7673311510.jpg,a canadian mounty and his dog venture to the beach,dog
2865376471.jpg,a brown dog is sniffing a white dog in front of women,dog
2208631481.jpg,a black dog is running across a field,dog
5820895953.jpg,a nice little boy is patting his cute dog,dog
2483993772.jpg,a dog jumps for the blue tennis ball,dog
340425915.jpg,a dog wearing a jacket rolls in the snow,dog
467960888.jpg,a black dog runs through surf on a sandy beach,dog
4510387219.jpg,a person in a blue jacket walks his golden dog in front of an abandoned building,dog
2579460386.jpg,a dog running through the water,dog
1418266617.jpg,a wet dog jumps over a bar,dog
5371186400.jpg,a man with a cowboy hat green plaid shirt and red boots and chaps rides a bay horse next to a young boy with a cowboy hat and blue shirt jeans and chaps rides a pony next to him,horse
2797511323.jpg,the dog is holding a ball in his mouth,dog
4604364861.jpg,the police officer riding a horse is talking to a man riding a bike,horse
2867736861.jpg,a brown dog is running through water carrying a ball in its mouth,dog
1525153022.jpg,the dog runs through the water,dog
460350019.jpg,a woman plays tugofwar with her black dog in a brown landscape surrounded by trees,dog
2574194729.jpg,yellow dog running through bushes on path,dog
3514019869.jpg,dog performing during an outdoor dog show,dog
895502702.jpg,a black and white dog is running through a grassy area,dog
2089122314.jpg,an australian shepherd dog carrying a newspaper in his mouth,dog
251056963.jpg,a black and white dog running down a blue ramp with his mouth open,dog
3451523035.jpg,race dog,dog
3562001359.jpg,women sitting in yellow kayak with her dog,dog
3640870001.jpg,a dog with a ring in its mouth is standing in water,dog
4931370200.jpg,a person riding a horse trying to rope a calf that is running from them,horse
2504056718.jpg,a dog catching a frisbee in front of a red building,dog
